,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long
1059946,1654599251,1168513348,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202
1060001,1654599250,760129234,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,45.78.166.210,42.1783,-82.7715
1060021,1654599251,1082947125,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,64.140.118.53,43.6572,-79.3783
1060025,405974330,1654599250,40788,Start Communications,24.50.173.58,42.9001,-78.9329,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1060029,405974442,1654599250,40788,Start Communications,24.50.173.170,43.6655,-79.4204,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1060050,1675801513,1654599251,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1060116,2734649919,1654599251,40788,Start Communications,162.255.114.63,43.623,-79.3936,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1060195,1654599251,3233437606,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777
1060201,1654599250,413969162,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.171.10,40.0698,-85.9817
1060254,1654599251,3638379643,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.123,42.9888,-82.3592
1060298,3517667510,1654599250,852,TELUS Communications Inc.,209.171.88.182,43.6655,-79.4204,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1060342,3332465478,1654599251,6171,WorldGate,198.161.99.70,53.4914,-113.4802,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1060436,1249171666,1654599250,15122,Point to Point Broadband Inc.,74.116.216.210,44.4167,-80.0833,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1060475,1654599250,3638379112,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,216.221.66.104,42.9888,-82.3592
1060562,1654599250,1761238328,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15128,Comwave Telecom Inc.,104.250.93.56,43.8432,-79.5644
1060585,1654599251,755177515,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.24.43,43.0233,-81.1643
1060598,1654599251,2266474874,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,5645,"TekSavvy Solutions, Inc.",135.23.169.122,42.9976,-81.2563
1060645,1167923831,1654599251,577,Bell Canada,69.157.26.119,44.4001,-79.6663,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1060782,1761238328,1654599250,15128,Comwave Telecom Inc.,104.250.93.56,43.8432,-79.5644,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1060785,1654599251,1217356878,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,72.143.100.78,43.7223,-79.4504
1060786,3638379112,1654599251,7992,Cogeco Cable,216.221.66.104,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1060804,1654599250,405974330,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,24.50.173.58,42.9001,-78.9329
1060847,755177515,1654599250,40788,Start Communications,45.3.24.43,43.0233,-81.1643,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1060871,1654599250,412232355,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.163,42.95,-82.1167
1060883,1654599251,2393257342,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,855,Bell Canada,142.166.53.126,47.5334,-52.7595
1060905,1217122175,1654599251,20453,Rogers Communications Canada Inc.,72.139.207.127,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1060910,3638379597,1654599250,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1060993,1176305681,1654599251,577,Bell Canada,70.29.0.17,44.3572,-79.6929,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1061012,2486945690,1654599251,16696,iTel Networks Inc,148.59.199.154,44.25,-80.55,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1061145,1654599250,1210478642,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784
1061208,1654599250,3349638548,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,22652,Fibrenoire Inc.,199.167.109.148,43.6564,-79.386
1061268,3638379112,1654599250,7992,Cogeco Cable,216.221.66.104,42.9888,-82.3592,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1061308,1654599250,3233432126,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668
1061326,3518471202,1654599250,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1061361,1654599251,1082947564,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,64.140.119.236,43.6572,-79.3783
1061516,2918156610,1654599251,812,Rogers Communications Canada Inc.,173.239.137.66,43.6319,-79.3716,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1061529,1654599250,851532189,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",50.193.89.157,42.2639,-88.8443
1061667,1082947124,1654599250,40788,Start Communications,64.140.118.52,43.6572,-79.3783,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1061727,1654599250,412232415,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,24.146.42.223,42.95,-82.1167
1061865,2918156610,1654599250,812,Rogers Communications Canada Inc.,173.239.137.66,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1061963,1249172405,1654599250,15122,Point to Point Broadband Inc.,74.116.219.181,44.4548,-79.7352,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1062068,3091643406,1654599250,6327,Shaw Communications Inc.,184.70.188.14,53.5185,-113.6579,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1062159,1654599251,413970142,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",24.172.174.222,39.9738,-86.1765
1062356,1210475242,1654599250,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1062362,1654599251,1761238421,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15128,Comwave Telecom Inc.,104.250.93.149,43.8432,-79.5644
1062373,1654599250,755174545,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,45.3.12.145,43.6656,-79.383
1062378,1654599250,3233445238,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,192.186.117.118,42.8833,-82.15
1062482,3638379597,1654599251,7992,Cogeco Cable,216.221.68.77,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1062609,1176305681,1654599250,577,Bell Canada,70.29.0.17,44.3572,-79.6929,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1062862,1654599250,1761238421,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15128,Comwave Telecom Inc.,104.250.93.149,43.8432,-79.5644
1062895,1654599251,1217118925,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.194.205,43.6404,-79.3995
1062909,1654599250,1210458874,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592
1063010,1654599250,1217090222,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,72.139.82.174,43.6192,-79.6538
1063031,1654599251,1229507780,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",73.72.204.196,41.6045,-87.9956
1063095,405974330,1654599251,40788,Start Communications,24.50.173.58,42.9001,-78.9329,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1063138,1654599250,1168513348,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202
1063140,2389713698,1654599251,577,Bell Canada,142.112.35.34,43.6656,-79.383,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1063268,1654599251,1217073606,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978
1063289,1217073606,1654599251,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1063411,1210458758,1654599251,7992,Cogeco Cable,72.38.34.134,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1063513,1654599251,3225808180,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,192.69.237.52,43.6319,-79.3716
1063883,1210475242,1654599251,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1063944,1082947184,1654599251,40788,Start Communications,64.140.118.112,43.6572,-79.3783,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1064010,1654599250,405974021,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,24.50.172.5,43.6655,-79.4204
1064038,1654599251,1677535485,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.253.40.253,47.5334,-52.7595
1064090,2734343474,1654599251,40788,Start Communications,162.250.197.50,43.623,-79.3936,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1064110,3475125866,1654599250,6171,WorldGate,207.34.54.106,53.4154,-113.4178,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1064224,412232343,1654599250,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1064270,1654599250,1676226920,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.233.49.104,44.3572,-79.6929
1064539,755172978,1654599251,40788,Start Communications,45.3.6.114,43.4881,-79.7098,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1064788,1654599251,3233432126,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668
1064831,1654599250,1676225112,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.233.42.88,44.4001,-79.6663
1064876,1654599251,3637557315,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,577,Bell Canada,216.208.184.67,43.6319,-79.3716
1065117,1654599251,1655456051,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,22773,Cox Communications Inc.,98.172.65.51,33.5076,-112.0583
1065199,1654599250,2926804521,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,174.115.126.41,44.6087,-79.4207
1065313,1654599250,1745054491,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",104.3.107.27,39.7132,-86.2617
1065353,1654599251,417259566,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,11260,EastLink,24.222.224.46,45.0963,-63.4701
1065354,1654599250,1210475242,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052
1065389,2479013111,1654599251,15128,Comwave Telecom Inc.,147.194.188.247,43.2164,-79.7423,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1065393,1654599250,1761238353,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15128,Comwave Telecom Inc.,104.250.93.81,43.8432,-79.5644
1065517,1654599251,2918156610,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,173.239.137.66,43.6319,-79.3716
1065576,405978584,1654599251,40788,Start Communications,24.50.189.216,43.3799,-79.7668,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1065863,3346985660,1654599251,852,TELUS Communications Inc.,199.126.242.188,53.55,-113.5,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1065964,1654599250,1612181439,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,5769,Videotron Telecom Ltee,96.23.239.191,45.4667,-73.8833
1066019,1654599251,755174249,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.11.105,43.2001,-79.5663
1066500,755177938,1654599251,40788,Start Communications,45.3.25.210,43.6605,-79.4633,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1066682,1654599251,1210458758,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.134,42.9888,-82.3592
1067112,1654599250,2927035370,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,174.119.3.234,44.3001,-79.6496
1067409,1654599250,3624749586,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,15290,Allstream Corp.,216.13.74.18,43.5924,-79.7611
1067457,1654599251,1167923831,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,577,Bell Canada,69.157.26.119,44.4001,-79.6663
1067619,1168513348,1654599250,36493,FIBERNETICS CORPORATION,69.166.25.68,43.5637,-79.7202,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1067809,1654599251,405974330,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,24.50.173.58,42.9001,-78.9329
1067811,1654599251,3638379112,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.66.104,42.9888,-82.3592
1067923,1654599250,1279698855,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,36522,BELL MOBILITY INC.,76.70.167.167,44.4548,-79.7352
1068517,1654599251,755174458,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.12.58,43.2055,-79.9004
1068555,1654599250,1210458777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.153,42.9888,-82.3592
1068673,3233437542,1654599250,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1069054,1654599250,1210458758,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.34.134,42.9888,-82.3592
1069267,1654599250,3233437606,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777
1069345,1654599251,851532189,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",50.193.89.157,42.2639,-88.8443
1069552,1210458777,1654599251,7992,Cogeco Cable,72.38.34.153,42.9888,-82.3592,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1069743,1654599250,3517667510,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,852,TELUS Communications Inc.,209.171.88.182,43.6655,-79.4204
1071064,1654599251,3624749586,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15290,Allstream Corp.,216.13.74.18,43.5924,-79.7611
1071218,1654599250,2734649395,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,162.255.112.51,43.623,-79.3936
1071328,1217118592,1654599250,20453,Rogers Communications Canada Inc.,72.139.193.128,43.6404,-79.3995,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1071350,1654599250,2393277605,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.166.132.165,45.2308,-66.0953
1071473,1654599250,405974442,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,24.50.173.170,43.6655,-79.4204
1071499,1654599251,1675801513,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338
1072040,405974442,1654599251,40788,Start Communications,24.50.173.170,43.6655,-79.4204,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1072181,755174458,1654599251,40788,Start Communications,45.3.12.58,43.2055,-79.9004,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1072225,1210505719,1654599250,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1072270,1177845440,1654599250,577,Bell Canada,70.52.126.192,43.8333,-79.5,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1072288,1217073606,1654599250,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1072289,1677672477,1654599250,812,Rogers Communications Canada Inc.,99.255.64.29,43.8769,-79.2686,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1072433,1065580518,1654599250,6983,"Earthlink, Inc.",63.131.119.230,39.972,-75.0479,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1072772,1217356878,1654599250,812,Rogers Communications Canada Inc.,72.143.100.78,43.7223,-79.4504,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1072846,1654599250,756118608,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",45.17.116.80,39.1604,-119.8618
1073122,1676002880,1654599250,812,Rogers Communications Canada Inc.,99.229.198.64,43.6656,-79.383,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1073146,1654599250,1179661323,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,5769,Videotron Telecom Ltee,70.80.52.11,45.5354,-73.6061
1073304,755173386,1654599251,40788,Start Communications,45.3.8.10,43.2783,-79.8344,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1073615,1654599250,1217356878,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,812,Rogers Communications Canada Inc.,72.143.100.78,43.7223,-79.4504
1073747,405972604,1654599251,40788,Start Communications,24.50.166.124,43.5588,-80.3004,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1073834,2389713698,1654599250,577,Bell Canada,142.112.35.34,43.6656,-79.383,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1074208,1654599251,2734649919,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,162.255.114.63,43.623,-79.3936
1074289,1282430282,1654599251,7922,"Comcast Cable Communications, LLC",76.112.85.74,42.3539,-83.212,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1074650,1654599251,1210492883,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,72.38.167.211,42.9578,-82.2777
1074809,1654599251,1082947124,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,64.140.118.52,43.6572,-79.3783
1075396,1210492887,1654599251,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1075402,755177938,1654599250,40788,Start Communications,45.3.25.210,43.6605,-79.4633,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1075432,760135174,1654599250,7992,Cogeco Cable,45.78.190.6,42.3333,-82.0,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1075773,755178755,1654599251,40788,Start Communications,45.3.29.3,43.0147,-81.3049,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1075840,1654599250,405978584,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,24.50.189.216,43.3799,-79.7668
1075959,1654599251,760135174,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,45.78.190.6,42.3333,-82.0
1076251,1654599251,1090361019,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,19171,Stargate Connections Inc.,64.253.150.187,49.1707,-122.7326
1076301,2926804521,1654599250,812,Rogers Communications Canada Inc.,174.115.126.41,44.6087,-79.4207,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1076361,1654599251,3233445238,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,192.186.117.118,42.8833,-82.15
1076458,1654599251,405974442,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,24.50.173.170,43.6655,-79.4204
1076466,1654599251,1676361733,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.235.64.5,43.8177,-79.2819
1076582,1217122175,1654599250,20453,Rogers Communications Canada Inc.,72.139.207.127,43.6404,-79.3995,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1076799,2926804521,1654599251,812,Rogers Communications Canada Inc.,174.115.126.41,44.6087,-79.4207,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1076800,1654599251,1676226920,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.233.49.104,44.3572,-79.6929
1077025,1654599250,755177515,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,40788,Start Communications,45.3.24.43,43.0233,-81.1643
1077026,1676626115,1654599250,812,Rogers Communications Canada Inc.,99.239.72.195,43.0123,-81.2307,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1077120,3096949375,1654599250,36522,BELL MOBILITY INC.,184.151.178.127,43.6736,-79.4035,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1077199,1654599250,3096949375,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,36522,BELL MOBILITY INC.,184.151.178.127,43.6736,-79.4035
1077669,1654599250,760135174,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,45.78.190.6,42.3333,-82.0
1077988,2479013111,1654599250,15128,Comwave Telecom Inc.,147.194.188.247,43.2164,-79.7423,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1078550,1654599251,3349638548,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,22652,Fibrenoire Inc.,199.167.109.148,43.6564,-79.386
1079189,1676225112,1654599251,812,Rogers Communications Canada Inc.,99.233.42.88,44.4001,-79.6663,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1079336,1654599251,1761238167,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15128,Comwave Telecom Inc.,104.250.92.151,43.0233,-81.1643
1079646,1654599251,755175188,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.15.20,42.9915,-81.3402
1079702,2904610721,1654599251,812,Rogers Communications Canada Inc.,173.32.215.161,42.966,-81.2053,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1079831,1654599251,1676626115,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.239.72.195,43.0123,-81.2307
1079947,1761238246,1654599251,15128,Comwave Telecom Inc.,104.250.92.230,43.0233,-81.1643,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1080415,1082548956,1654599251,14654,"Wayport, Inc.",64.134.98.220,37.751,-97.822,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1080418,1654599251,1676002880,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,812,Rogers Communications Canada Inc.,99.229.198.64,43.6656,-79.383
1080459,755178755,1654599250,40788,Start Communications,45.3.29.3,43.0147,-81.3049,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1080565,755177515,1654599251,40788,Start Communications,45.3.24.43,43.0233,-81.1643,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1080949,1654599251,1761238353,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,15128,Comwave Telecom Inc.,104.250.93.81,43.8432,-79.5644
1081747,3233445238,1654599251,7992,Cogeco Cable,192.186.117.118,42.8833,-82.15,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1081813,1654599251,1653562909,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,19171,Stargate Connections Inc.,98.143.94.29,49.316,-123.0576
1082330,1654599251,755174545,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,45.3.12.145,43.6656,-79.383
1082739,1654599250,1210492883,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,72.38.167.211,42.9578,-82.2777
1082874,1654599250,1655456051,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,22773,Cox Communications Inc.,98.172.65.51,33.5076,-112.0583
1083127,1249601702,1654599250,14860,"SMARTCOM TELEPHONE, LLC",74.123.104.166,26.2159,-98.3253,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1083144,3235838031,1654599250,1403,EBOX,192.222.248.79,45.5009,-73.5877,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1083566,1654599250,1632555294,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.209.30,39.7851,-86.1665
1083869,1654599250,1663263147,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7018,"AT&T Services, Inc.",99.35.97.171,42.586,-83.5006
1083887,1676917179,1654599251,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1084151,1210467570,1654599250,7992,Cogeco Cable,72.38.68.242,43.6319,-79.3716,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1084335,1217120453,1654599250,20453,Rogers Communications Canada Inc.,72.139.200.197,43.6404,-79.3995,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1084375,1654599251,1088896161,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,577,Bell Canada,64.231.60.161,42.9644,-82.3259
1084405,1654599250,2393257102,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,855,Bell Canada,142.166.52.142,47.5334,-52.7595
1084635,1654599251,2734343474,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,40788,Start Communications,162.250.197.50,43.623,-79.3936
1084902,1654599250,3233437542,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777
1086046,1654599251,3638379657,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7992,Cogeco Cable,216.221.68.137,42.9578,-82.2777
1086129,3235838031,1654599251,1403,EBOX,192.222.248.79,45.5009,-73.5877,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1086154,1676917179,1654599250,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,395766,CloudPBX,98.159.46.82,40.7432,-75.2242
1086854,1654599251,1826039003,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477
1088406,1654599250,1176305681,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,577,Bell Canada,70.29.0.17,44.3572,-79.6929
1089060,1654599250,1217120017,395766,CloudPBX,98.159.46.82,40.7432,-75.2242,20453,Rogers Communications Canada Inc.,72.139.199.17,43.6404,-79.3995
1089283,1745367638,1654599251,7018,"AT&T Services, Inc.",104.8.50.86,42.203,-83.3166,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1089339,1654599251,1249601702,395766,CloudPBX,98.159.46.83,40.7432,-75.2242,14860,"SMARTCOM TELEPHONE, LLC",74.123.104.166,26.2159,-98.3253
1090113,1217118592,1654599251,20453,Rogers Communications Canada Inc.,72.139.193.128,43.6404,-79.3995,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
1091522,1676002880,1654599251,812,Rogers Communications Canada Inc.,99.229.198.64,43.6656,-79.383,395766,CloudPBX,98.159.46.83,40.7432,-75.2242
