,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
1053877,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.95,-82.1167
1053885,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.3799,-79.7668
1053890,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,395766,CloudPBX,40.7432,-75.2242
1053893,812,Rogers Communications Canada Inc.,43.6319,-79.3716,395152,CloudPBX,43.6319,-79.3716
1053895,395152,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.6513,-79.3756
1053926,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563,395766,CloudPBX,40.7432,-75.2242
1053934,812,Rogers Communications Canada Inc.,44.4001,-79.6663,395152,CloudPBX,43.6319,-79.3716
1053966,395152,CloudPBX,43.6319,-79.3716,22652,Fibrenoire Inc.,44.25,-80.55
1054022,395152,CloudPBX,43.6319,-79.3716,36493,FIBERNETICS CORPORATION,43.5637,-79.7202
1054088,812,Rogers Communications Canada Inc.,44.6087,-79.4207,395766,CloudPBX,40.7432,-75.2242
1054092,40788,Start Communications,43.2001,-79.5663,395766,CloudPBX,40.7432,-75.2242
1054097,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.75,-79.3978
1054125,395152,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.2164,-79.7423
1054140,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.0443,-81.2391
1054145,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,43.6319,-79.3716
1054154,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.8833,-82.15
1054157,395152,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,44.0168,-78.3995
1054168,40788,Start Communications,43.2001,-79.5663,395152,CloudPBX,43.6319,-79.3716
1054178,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.6087,-79.4207
1054205,15290,Allstream Corp.,43.6513,-79.3756,395152,CloudPBX,43.6319,-79.3716
1054208,40788,Start Communications,43.6656,-79.383,395152,CloudPBX,43.6319,-79.3716
1054244,395766,CloudPBX,40.7432,-75.2242,15128,Comwave Telecom Inc.,44.0168,-78.3995
1054249,40788,Start Communications,43.6656,-79.383,395766,CloudPBX,40.7432,-75.2242
1054263,7992,Cogeco Cable,43.3799,-79.7668,395152,CloudPBX,43.6319,-79.3716
1054317,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.0123,-81.2307
1054330,395152,CloudPBX,43.6319,-79.3716,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
1054342,812,Rogers Communications Canada Inc.,43.7223,-79.4504,395152,CloudPBX,43.6319,-79.3716
1054355,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,43.3799,-79.7668
1054364,7992,Cogeco Cable,43.3799,-79.7668,395766,CloudPBX,40.7432,-75.2242
1054371,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6655,-79.4204
1054377,40788,Start Communications,43.6655,-79.4378,395152,CloudPBX,43.6319,-79.3716
1054395,40788,Start Communications,43.6655,-79.4204,395152,CloudPBX,43.6319,-79.3716
1054410,7992,Cogeco Cable,42.4238,-82.1183,395766,CloudPBX,40.7432,-75.2242
1054446,395152,CloudPBX,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563
1054453,7992,Cogeco Cable,43.6319,-79.3716,395152,CloudPBX,43.6319,-79.3716
1054482,395766,CloudPBX,40.7432,-75.2242,22652,Fibrenoire Inc.,44.25,-80.55
1054486,395766,CloudPBX,40.7432,-75.2242,15122,Point to Point Broadband Inc.,44.4548,-79.7352
1054507,7992,Cogeco Cable,43.3512,-79.784,395152,CloudPBX,43.6319,-79.3716
1054516,395766,CloudPBX,40.7432,-75.2242,15122,Point to Point Broadband Inc.,44.4167,-80.0833
1054517,852,TELUS Communications Inc.,53.55,-113.5,395766,CloudPBX,40.7432,-75.2242
1054552,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8686,-86.1003
1054556,15290,Allstream Corp.,43.6513,-79.3756,395766,CloudPBX,40.7432,-75.2242
1054584,7992,Cogeco Cable,42.4238,-82.1183,395152,CloudPBX,43.6319,-79.3716
1054601,577,Bell Canada,44.3572,-79.6929,395152,CloudPBX,43.6319,-79.3716
1054613,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.2001,-79.5663
1054620,395766,CloudPBX,40.7432,-75.2242,22652,Fibrenoire Inc.,43.6564,-79.386
1054621,22652,Fibrenoire Inc.,44.25,-80.55,395152,CloudPBX,43.6319,-79.3716
1054659,7992,Cogeco Cable,43.3512,-79.784,395766,CloudPBX,40.7432,-75.2242
1054735,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6655,-79.4204
1054738,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.6319,-79.3716
1054758,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9001,-78.9329
1054763,7992,Cogeco Cable,42.95,-82.1167,395152,CloudPBX,43.6319,-79.3716
1054787,15122,Point to Point Broadband Inc.,44.4167,-80.0833,395152,CloudPBX,43.6319,-79.3716
1054798,16696,iTel Networks Inc,44.25,-80.55,395152,CloudPBX,43.6319,-79.3716
1054856,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.1783,-82.7715
1054895,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.5588,-80.3004
1054918,577,Bell Canada,43.6319,-79.3716,395152,CloudPBX,43.6319,-79.3716
1054951,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",39.3656,-76.6199
1055011,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,42.9644,-82.3259
1055015,395766,CloudPBX,40.7432,-75.2242,16696,iTel Networks Inc,44.25,-80.55
1055044,577,Bell Canada,43.6319,-79.3716,395766,CloudPBX,40.7432,-75.2242
1055085,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,44.9001,-76.2494
1055096,395152,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,46.8287,-71.334
1055099,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6572,-79.3783
1055111,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9062,-82.11
1055199,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9888,-82.3592
1055227,812,Rogers Communications Canada Inc.,43.6319,-79.3716,395766,CloudPBX,40.7432,-75.2242
1055267,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,43.3512,-79.784
1055289,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.3333,-82.0
1055310,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8227,-86.145
1055378,7992,Cogeco Cable,42.3333,-82.0,395766,CloudPBX,40.7432,-75.2242
1055419,7992,Cogeco Cable,44.9001,-76.2494,395766,CloudPBX,40.7432,-75.2242
1055504,36522,BELL MOBILITY INC.,44.4548,-79.7352,395152,CloudPBX,43.6319,-79.3716
1055537,395766,CloudPBX,40.7432,-75.2242,7794,Execulink Telecom Inc.,42.9856,-81.1821
1055639,40788,Start Communications,43.2055,-79.9004,395766,CloudPBX,40.7432,-75.2242
1055659,395766,CloudPBX,40.7432,-75.2242,22652,Fibrenoire Inc.,43.6784,-79.2941
1055777,36493,FIBERNETICS CORPORATION,43.5637,-79.7202,395766,CloudPBX,40.7432,-75.2242
1055792,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.8404,-79.0251
1055811,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",37.751,-97.822
1055833,40788,Start Communications,43.8404,-79.0251,395766,CloudPBX,40.7432,-75.2242
1055834,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.2007,-83.0276
1055842,40788,Start Communications,43.2271,-79.871,395766,CloudPBX,40.7432,-75.2242
1055844,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.4881,-79.7098
1055845,812,Rogers Communications Canada Inc.,43.75,-79.3978,395152,CloudPBX,43.6319,-79.3716
1055878,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
1055895,395152,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5055,-73.8789
1056009,16696,iTel Networks Inc,44.25,-80.55,395766,CloudPBX,40.7432,-75.2242
1056081,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.2001,-79.5663
1056129,395766,CloudPBX,40.7432,-75.2242,7992,Cogeco Cable,42.2949,-83.052
1056177,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8512,-86.2651
1056184,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,42.8909,-81.3236
1056194,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,44.4001,-79.6663
1056292,40788,Start Communications,42.9915,-81.3402,395152,CloudPBX,43.6319,-79.3716
1056341,812,Rogers Communications Canada Inc.,42.8909,-81.3236,395766,CloudPBX,40.7432,-75.2242
1056346,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",39.2575,-76.4951
1056401,577,Bell Canada,43.8333,-79.5,395766,CloudPBX,40.7432,-75.2242
1056410,40788,Start Communications,42.9915,-81.3402,395766,CloudPBX,40.7432,-75.2242
1056411,812,Rogers Communications Canada Inc.,44.3572,-79.6929,395152,CloudPBX,43.6319,-79.3716
1056430,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,47.5334,-52.7595
1056485,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6655,-79.4378
1056646,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,44.4001,-79.6663
1056757,40788,Start Communications,42.9001,-78.9329,395152,CloudPBX,43.6319,-79.3716
1056783,7794,Execulink Telecom Inc.,42.9856,-81.1821,395766,CloudPBX,40.7432,-75.2242
1056878,40788,Start Communications,43.8404,-79.0251,395152,CloudPBX,43.6319,-79.3716
1056898,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.7223,-79.4504
1056903,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.8404,-79.0251
1056971,577,Bell Canada,44.4001,-79.6663,395152,CloudPBX,43.6319,-79.3716
1056983,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.75,-79.3978
1057041,395766,CloudPBX,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765
1057052,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.3572,-79.6929
1057172,15122,Point to Point Broadband Inc.,44.4548,-79.7352,395766,CloudPBX,40.7432,-75.2242
1057229,395766,CloudPBX,40.7432,-75.2242,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563
1057261,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8582,-79.3985
1057375,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,44.4001,-79.6663
1057575,395152,CloudPBX,43.6319,-79.3716,7794,Execulink Telecom Inc.,42.9856,-81.1821
1057666,15122,Point to Point Broadband Inc.,44.4167,-80.0833,395766,CloudPBX,40.7432,-75.2242
1057671,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.8333,-79.5
1057804,812,Rogers Communications Canada Inc.,43.0123,-81.2307,395766,CloudPBX,40.7432,-75.2242
1057830,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,43.6656,-79.383
1057881,15128,Comwave Telecom Inc.,43.8432,-79.5644,395152,CloudPBX,43.6319,-79.3716
1057899,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.1432,-80.7338
1058106,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.504,-73.5747
1058145,7794,Execulink Telecom Inc.,42.9856,-81.1821,395152,CloudPBX,43.6319,-79.3716
1058231,7992,Cogeco Cable,42.8833,-82.15,395152,CloudPBX,43.6319,-79.3716
1058357,40788,Start Communications,43.5588,-80.3004,395766,CloudPBX,40.7432,-75.2242
1058397,7992,Cogeco Cable,42.1783,-82.7715,395766,CloudPBX,40.7432,-75.2242
1058446,395152,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665
1058457,577,Bell Canada,42.9644,-82.3259,395152,CloudPBX,43.6319,-79.3716
1058676,395152,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5528,-73.6411
1058712,5769,Videotron Telecom Ltee,46.8287,-71.334,395152,CloudPBX,43.6319,-79.3716
1058755,395766,CloudPBX,40.7432,-75.2242,15128,Comwave Telecom Inc.,43.2164,-79.7423
1058790,395766,CloudPBX,40.7432,-75.2242,6327,Shaw Communications Inc.,52.3834,-113.7853
1058950,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443
1059118,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2949,-83.052
1059339,395152,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
1059423,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8177,-79.2819
1059445,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.6319,-79.3716
1059465,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",28.8743,-81.686
1059590,577,Bell Canada,44.4001,-79.6663,395766,CloudPBX,40.7432,-75.2242
1059728,395152,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.8432,-79.5644
1059909,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.5588,-80.3004
1059932,6327,Shaw Communications Inc.,53.5185,-113.6579,395766,CloudPBX,40.7432,-75.2242
1059946,395766,CloudPBX,40.7432,-75.2242,36493,FIBERNETICS CORPORATION,43.5637,-79.7202
1060025,40788,Start Communications,42.9001,-78.9329,395766,CloudPBX,40.7432,-75.2242
1060050,812,Rogers Communications Canada Inc.,43.1432,-80.7338,395766,CloudPBX,40.7432,-75.2242
1060562,395766,CloudPBX,40.7432,-75.2242,15128,Comwave Telecom Inc.,43.8432,-79.5644
1060585,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.0233,-81.1643
1060713,812,Rogers Communications Canada Inc.,43.0123,-81.2307,395152,CloudPBX,43.6319,-79.3716
1060715,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.0233,-81.1643
1060785,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.7223,-79.4504
1060790,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.0123,-81.2307
1060804,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,42.9001,-78.9329
1060847,40788,Start Communications,43.0233,-81.1643,395766,CloudPBX,40.7432,-75.2242
1060993,577,Bell Canada,44.3572,-79.6929,395766,CloudPBX,40.7432,-75.2242
1061116,395152,CloudPBX,43.6319,-79.3716,16696,iTel Networks Inc,44.25,-80.55
1061529,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443
1061651,395152,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",40.0698,-85.9817
1061887,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8401,-86.0548
1061952,812,Rogers Communications Canada Inc.,43.1432,-80.7338,395152,CloudPBX,43.6319,-79.3716
1062090,395152,CloudPBX,43.6319,-79.3716,22652,Fibrenoire Inc.,43.6784,-79.2941
1062195,40788,Start Communications,43.2783,-79.8344,395152,CloudPBX,43.6319,-79.3716
1062356,7992,Cogeco Cable,42.2949,-83.052,395766,CloudPBX,40.7432,-75.2242
1062370,395152,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5394,-73.6513
1062373,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.6656,-79.383
1062470,7992,Cogeco Cable,42.1783,-82.7715,395152,CloudPBX,43.6319,-79.3716
1062604,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.0147,-81.3049
1062776,7992,Cogeco Cable,42.2949,-83.052,395152,CloudPBX,43.6319,-79.3716
1063010,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.6192,-79.6538
1063031,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",41.6045,-87.9956
1063140,577,Bell Canada,43.6656,-79.383,395766,CloudPBX,40.7432,-75.2242
1063208,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9915,-81.3402
1063289,812,Rogers Communications Canada Inc.,43.75,-79.3978,395766,CloudPBX,40.7432,-75.2242
1063544,15122,Point to Point Broadband Inc.,44.4548,-79.7352,395152,CloudPBX,43.6319,-79.3716
1063669,395152,CloudPBX,43.6319,-79.3716,1403,EBOX,45.5009,-73.5877
1064110,6171,WorldGate,53.4154,-113.4178,395766,CloudPBX,40.7432,-75.2242
1064270,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,44.3572,-79.6929
1064314,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.7132,-86.2617
1064539,40788,Start Communications,43.4881,-79.7098,395766,CloudPBX,40.7432,-75.2242
1064959,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.1432,-80.7338
1065117,395766,CloudPBX,40.7432,-75.2242,22773,Cox Communications Inc.,33.5076,-112.0583
1065313,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.7132,-86.2617
1065353,395766,CloudPBX,40.7432,-75.2242,11260,EastLink,45.0963,-63.4701
1065389,15128,Comwave Telecom Inc.,43.2164,-79.7423,395766,CloudPBX,40.7432,-75.2242
1065576,40788,Start Communications,43.3799,-79.7668,395766,CloudPBX,40.7432,-75.2242
1065789,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.3799,-79.7668
1065964,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.4667,-73.8833
1066026,40788,Start Communications,43.3799,-79.7668,395152,CloudPBX,43.6319,-79.3716
1066248,40788,Start Communications,43.5588,-80.3004,395152,CloudPBX,43.6319,-79.3716
1066393,5769,Videotron Telecom Ltee,45.5394,-73.6513,395152,CloudPBX,43.6319,-79.3716
1066500,40788,Start Communications,43.6605,-79.4633,395766,CloudPBX,40.7432,-75.2242
1066627,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783,395152,CloudPBX,43.6319,-79.3716
1066834,40788,Start Communications,43.6605,-79.4633,395152,CloudPBX,43.6319,-79.3716
1066841,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.4881,-79.7098
1067112,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,44.3001,-79.6496
1067409,395766,CloudPBX,40.7432,-75.2242,15290,Allstream Corp.,43.5924,-79.7611
1067923,395766,CloudPBX,40.7432,-75.2242,36522,BELL MOBILITY INC.,44.4548,-79.7352
1068374,7018,"AT&T Services, Inc.",42.586,-83.5006,395152,CloudPBX,43.6319,-79.3716
1068439,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.5148,-79.884
1068517,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.2055,-79.9004
1069052,577,Bell Canada,43.6656,-79.383,395152,CloudPBX,43.6319,-79.3716
1069611,395152,CloudPBX,43.6319,-79.3716,15122,Point to Point Broadband Inc.,44.4167,-80.0833
1069781,40788,Start Communications,43.0233,-81.1643,395152,CloudPBX,43.6319,-79.3716
1069783,395152,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.6605,-79.4633
1070292,395152,CloudPBX,43.6319,-79.3716,22773,Cox Communications Inc.,33.5076,-112.0583
1070344,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",42.5038,-83.4764
1071277,395152,CloudPBX,43.6319,-79.3716,855,Bell Canada,45.0691,-64.4696
1072118,40788,Start Communications,43.5148,-79.884,395152,CloudPBX,43.6319,-79.3716
1072146,855,Bell Canada,47.5167,-52.7833,395152,CloudPBX,43.6319,-79.3716
1072289,812,Rogers Communications Canada Inc.,43.8769,-79.2686,395766,CloudPBX,40.7432,-75.2242
1072355,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,44.3572,-79.6929
1072433,6983,"Earthlink, Inc.",39.972,-75.0479,395766,CloudPBX,40.7432,-75.2242
1072772,812,Rogers Communications Canada Inc.,43.7223,-79.4504,395766,CloudPBX,40.7432,-75.2242
1073046,395152,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5354,-73.6061
1073304,40788,Start Communications,43.2783,-79.8344,395766,CloudPBX,40.7432,-75.2242
1074199,7922,"Comcast Cable Communications, LLC",42.3539,-83.212,395152,CloudPBX,43.6319,-79.3716
1074279,40788,Start Communications,43.0147,-81.3049,395152,CloudPBX,43.6319,-79.3716
1074289,7922,"Comcast Cable Communications, LLC",42.3539,-83.212,395766,CloudPBX,40.7432,-75.2242
1074498,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8769,-79.2686
1074897,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.0147,-81.3049
1075303,395152,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.9738,-86.1765
1075447,395152,CloudPBX,43.6319,-79.3716,40191,ZEROFAIL,45.4987,-73.5793
1075773,40788,Start Communications,43.0147,-81.3049,395766,CloudPBX,40.7432,-75.2242
1075840,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,43.3799,-79.7668
1076254,7018,"AT&T Services, Inc.",39.8512,-86.2651,395152,CloudPBX,43.6319,-79.3716
1076292,577,Bell Canada,49.2667,-122.7833,395152,CloudPBX,43.6319,-79.3716
1076466,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.8177,-79.2819
1077199,395766,CloudPBX,40.7432,-75.2242,36522,BELL MOBILITY INC.,43.6736,-79.4035
1078311,11478,Openface Inc.,45.4805,-73.5554,395152,CloudPBX,43.6319,-79.3716
1078449,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.6656,-79.383
1079017,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.8909,-81.3236
1079189,812,Rogers Communications Canada Inc.,44.4001,-79.6663,395766,CloudPBX,40.7432,-75.2242
1079646,395766,CloudPBX,40.7432,-75.2242,40788,Start Communications,42.9915,-81.3402
1079702,812,Rogers Communications Canada Inc.,42.966,-81.2053,395766,CloudPBX,40.7432,-75.2242
1080061,812,Rogers Communications Canada Inc.,43.8582,-79.3985,395152,CloudPBX,43.6319,-79.3716
1080415,14654,"Wayport, Inc.",37.751,-97.822,395766,CloudPBX,40.7432,-75.2242
1080418,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.6656,-79.383
1080806,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253,395152,CloudPBX,43.6319,-79.3716
1082774,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.966,-81.2053
1083127,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253,395766,CloudPBX,40.7432,-75.2242
1083144,1403,EBOX,45.5009,-73.5877,395766,CloudPBX,40.7432,-75.2242
1083869,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",42.586,-83.5006
1084375,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,42.9644,-82.3259
1084505,812,Rogers Communications Canada Inc.,42.8909,-81.3236,395152,CloudPBX,43.6319,-79.3716
1086829,5769,Videotron Telecom Ltee,45.4594,-73.5501,395152,CloudPBX,43.6319,-79.3716
1087134,395152,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.7838,-86.0477
1087646,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,49.1364,-122.8213
1088394,395152,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.3001,-79.6496
1088406,395766,CloudPBX,40.7432,-75.2242,577,Bell Canada,44.3572,-79.6929
1089127,7018,"AT&T Services, Inc.",42.203,-83.3166,395152,CloudPBX,43.6319,-79.3716
1089339,395766,CloudPBX,40.7432,-75.2242,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253
1092331,812,Rogers Communications Canada Inc.,44.3001,-79.6496,395766,CloudPBX,40.7432,-75.2242
1093944,7992,Cogeco Cable,42.2007,-83.0276,395766,CloudPBX,40.7432,-75.2242
1095834,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.0147,-81.3049
1095930,395766,CloudPBX,40.7432,-75.2242,35911,Telebec,48.1002,-77.7828
1096121,5769,Videotron Telecom Ltee,45.4594,-73.5501,395766,CloudPBX,40.7432,-75.2242
1096466,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",42.3539,-83.212
1096675,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2666,-123.1976
1096713,852,TELUS Communications Inc.,49.2666,-123.1976,393755,CloudPBX,43.6319,-79.3716
1096859,395766,CloudPBX,40.7432,-75.2242,852,TELUS Communications Inc.,49.2666,-123.1976
1115240,6327,Shaw Communications Inc.,49.0713,-122.4977,395152,CloudPBX,43.6319,-79.3716
1135104,5769,Videotron Telecom Ltee,45.518299999999996,-73.5023,395766,CloudPBX,40.7432,-75.2242
1139742,5769,Videotron Telecom Ltee,46.8033,-71.1779,393755,CloudPBX,43.6319,-79.3716
1150719,577,Bell Canada,46.7589,-71.298,395152,CloudPBX,43.6319,-79.3716
1156361,577,Bell Canada,43.6655,-79.4378,395766,CloudPBX,40.7432,-75.2242
1158001,7018,"AT&T Services, Inc.",41.4807,-87.7277,395766,CloudPBX,40.7432,-75.2242
1165419,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,48.4765,-123.3145
1179054,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.1205,-123.1171
1181827,395766,CloudPBX,40.7432,-75.2242,855,Bell Canada,47.483,-52.8415
1190439,812,Rogers Communications Canada Inc.,43.8719,-78.9378,395152,CloudPBX,43.6319,-79.3716
1195870,6621,Hughes Network Systems,31.989,-83.3217,395152,CloudPBX,43.6319,-79.3716
1200869,812,Rogers Communications Canada Inc.,43.6861,-79.4025,395766,CloudPBX,40.7432,-75.2242
1206101,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.1836,-79.9902
1212224,9009,M247 Ltd,25.9122,-80.3965,395152,CloudPBX,43.6319,-79.3716
1222116,812,Rogers Communications Canada Inc.,43.6861,-79.4025,393755,CloudPBX,43.6319,-79.3716
1222779,5769,Videotron Telecom Ltee,45.5583,-73.5701,393755,CloudPBX,43.6319,-79.3716
1224948,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",41.6045,-87.9956
1227587,15102,WiBand Communications,53.522,-113.459,395152,CloudPBX,43.6319,-79.3716
1229503,812,Rogers Communications Canada Inc.,43.8156,-79.4534,395766,CloudPBX,40.7432,-75.2242
1229597,395152,CloudPBX,43.6319,-79.3716,15102,WiBand Communications,53.522,-113.459
1230792,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8156,-79.4534
1233041,852,TELUS Communications Inc.,45.4987,-73.5793,393755,CloudPBX,43.6319,-79.3716
